dataset;gene;soustype;typesurvie;pval_logRank;pval_Cox;FDR_logrank;FDR_Cox;HR;n;conclusion;poids
GSE21653;DTL;Basal-like;DFS;0;0,01;0,00;0,02;-1,4;74;Significative;0,49
GSE21653;PHF7;All-tumours;DFS;0,58;0,58;0,58;0,58;0,1;248;Not Significative;0,49
GSE21653;PHF7;Luminal-A;DFS;0,41;0,42;0,51;0,52;-0,3;85;Not Significative;0,49
GSE21653;PHF7;Luminal-B;DFS;0,02;0,02;0,10;0,10;1,2;42;Significative;0,49
GSE21653;PHF7;HER2-enriched;DFS;0,25;0,26;0,42;0,43;-0,9;22;Not Significative;0,49
GSE21653;PHF7;Basal-like;DFS;0,22;0,22;0,42;0,43;0,6;74;Not Significative;0,49
GSE21653;TRIM33;All-tumours;DFS;0,72;0,72;0,99;0,99;-0,1;248;Not Significative;0,49
GSE21653;TRIM33;Luminal-A;DFS;0,99;0,99;0,99;0,99;0;85;Not Significative;0,49
GSE21653;TRIM33;Luminal-B;DFS;0,05;0,06;0,25;0,30;-0,9;42;Not Significative;0,49
GSE21653;TRIM33;HER2-enriched;DFS;0,89;0,89;0,99;0,99;0,1;22;Not Significative;0,49
GSE21653;TRIM33;Basal-like;DFS;0,63;0,63;0,99;0,99;-0,2;74;Not Significative;0,49
GSE21653;METTL13;All-tumours;DFS;0,51;0,51;0,85;0,85;-0,1;248;Not Significative;0,49
GSE21653;METTL13;Luminal-A;DFS;0,07;0,08;0,20;0,22;-0,7;85;Not Significative;0,49
GSE21653;METTL13;Luminal-B;DFS;0,08;0,09;0,20;0,22;0,8;42;Not Significative;0,49
GSE21653;METTL13;HER2-enriched;DFS;0,86;0,86;0,97;0,97;0,1;22;Not Significative;0,49
GSE21653;METTL13;Basal-like;DFS;0,97;0,97;0,97;0,97;0;74;Not Significative;0,49
GSE21653;ARID4B;All-tumours;DFS;0,38;0,38;0,95;0,95;0,2;248;Not Significative;0,49
GSE21653;ARID4B;Luminal-A;DFS;0,95;0,95;0,95;0,95;0;85;Not Significative;0,49
GSE21653;ARID4B;Luminal-B;DFS;0,72;0,72;0,95;0,95;-0,2;42;Not Significative;0,49
GSE21653;ARID4B;HER2-enriched;DFS;0,78;0,78;0,95;0,95;-0,2;22;Not Significative;0,49
GSE21653;ARID4B;Basal-like;DFS;0,57;0,58;0,95;0,95;0,2;74;Not Significative;0,49
GSE21653;RSF1;All-tumours;DFS;0,64;0,64;0,82;0,82;-0,1;248;Not Significative;0,49
GSE21653;RSF1;Luminal-A;DFS;0,41;0,42;0,82;0,82;0,3;85;Not Significative;0,49
GSE21653;RSF1;Luminal-B;DFS;0,05;0,06;0,25;0,30;-0,9;42;Not Significative;0,49
GSE21653;RSF1;HER2-enriched;DFS;0,67;0,67;0,82;0,82;0,3;22;Not Significative;0,49
GSE21653;RSF1;Basal-like;DFS;0,82;0,82;0,82;0,82;0,1;74;Not Significative;0,49
GSE21653;ZFYVE1;All-tumours;DFS;0,41;0,41;0,73;0,73;0,2;248;Not Significative;0,49
GSE21653;ZFYVE1;Luminal-A;DFS;0,1;0,11;0,50;0,55;-0,7;85;Not Significative;0,49
GSE21653;ZFYVE1;Luminal-B;DFS;0,44;0,44;0,73;0,73;0,4;42;Not Significative;0,49
GSE21653;ZFYVE1;HER2-enriched;DFS;0,94;0,94;0,98;0,99;-0,1;22;Not Significative;0,49
GSE21653;ZFYVE1;Basal-like;DFS;0,98;0,99;0,98;0,99;0;74;Not Significative;0,49
GSE21653;BRWD1;All-tumours;DFS;0,98;0,98;0,98;0,98;0;248;Not Significative;0,49
GSE21653;BRWD1;Luminal-A;DFS;0,86;0,86;0,98;0,98;0,1;85;Not Significative;0,49
GSE21653;BRWD1;Luminal-B;DFS;0,63;0,63;0,98;0,98;-0,2;42;Not Significative;0,49
GSE21653;BRWD1;HER2-enriched;DFS;0,96;0,96;0,98;0,98;0;22;Not Significative;0,49
GSE21653;BRWD1;Basal-like;DFS;0,76;0,76;0,98;0,98;-0,1;74;Not Significative;0,49
GSE21653;SETD4;All-tumours;DFS;0,32;0,32;0,80;0,80;-0,2;248;Not Significative;0,49
GSE21653;SETD4;Luminal-A;DFS;0,07;0,08;0,35;0,40;-0,8;85;Not Significative;0,49
GSE21653;SETD4;Luminal-B;DFS;0,85;0,85;0,87;0,87;0,1;42;Not Significative;0,49
GSE21653;SETD4;HER2-enriched;DFS;0,55;0,56;0,87;0,87;-0,5;22;Not Significative;0,49
GSE21653;SETD4;Basal-like;DFS;0,87;0,87;0,87;0,87;0,1;74;Not Significative;0,49
GSE21653;FBXW5;All-tumours;DFS;0,25;0,25;0,42;0,42;-0,3;248;Not Significative;0,49
GSE21653;FBXW5;Luminal-A;DFS;0,05;0,06;0,25;0,30;-0,8;85;Not Significative;0,49
GSE21653;FBXW5;Luminal-B;DFS;0,57;0,57;0,71;0,71;0,3;42;Not Significative;0,49
GSE21653;FBXW5;HER2-enriched;DFS;0,23;0,25;0,42;0,42;-1;22;Not Significative;0,49
GSE21653;FBXW5;Basal-like;DFS;0,92;0,92;0,92;0,92;0;74;Not Significative;0,49
GSE21653;NLE1;All-tumours;DFS;0,6;0,6;0,60;0,60;-0,1;248;Not Significative;0,49
GSE21653;NLE1;Luminal-A;DFS;0,26;0,27;0,43;0,45;0,5;85;Not Significative;0,49
GSE21653;NLE1;Luminal-B;DFS;0,46;0,46;0,58;0,58;0,3;42;Not Significative;0,49
GSE21653;NLE1;HER2-enriched;DFS;0,22;0,24;0,43;0,45;-1,1;22;Not Significative;0,49
GSE21653;NLE1;Basal-like;DFS;0,01;0,02;0,05;0,10;-1,1;74;Significative;0,49
GSE21653;WDR44;All-tumours;DFS;0,08;0,08;0,40;0,40;0,4;248;Not Significative;0,49
GSE21653;WDR44;Luminal-A;DFS;0,21;0,22;0,52;0,55;0,5;85;Not Significative;0,49
GSE21653;WDR44;Luminal-B;DFS;0,66;0,66;0,83;0,83;0,2;42;Not Significative;0,49
GSE21653;WDR44;HER2-enriched;DFS;0,89;0,89;0,89;0,89;-0,1;22;Not Significative;0,49
GSE21653;WDR44;Basal-like;DFS;0,44;0,44;0,73;0,73;0,3;74;Not Significative;0,49
GSE21653;WDR5B;All-tumours;DFS;0,81;0,81;0,81;0,81;-0,1;248;Not Significative;0,49
GSE21653;WDR5B;Luminal-A;DFS;0,67;0,67;0,81;0,81;-0,2;85;Not Significative;0,49
GSE21653;WDR5B;Luminal-B;DFS;0,52;0,52;0,81;0,81;-0,3;42;Not Significative;0,49
GSE21653;WDR5B;HER2-enriched;DFS;0,18;0,2;0,81;0,81;-1,1;22;Not Significative;0,49
GSE21653;WDR5B;Basal-like;DFS;0,73;0,73;0,81;0,81;-0,1;74;Not Significative;0,49
GSE21653;ING3;All-tumours;DFS;0,28;0,28;0,48;0,48;-0,2;248;Not Significative;0,49
GSE21653;ING3;Luminal-A;DFS;0,29;0,29;0,48;0,48;0,4;85;Not Significative;0,49
GSE21653;ING3;Luminal-B;DFS;0;0;0,00;0,00;-1,6;42;Significative;0,49
GSE21653;ING3;HER2-enriched;DFS;0,92;0,92;0,92;0,92;0,1;22;Not Significative;0,49
GSE21653;ING3;Basal-like;DFS;0,89;0,89;0,92;0,92;0,1;74;Not Significative;0,49
GSE21653;GNB1L;All-tumours;DFS;0,83;0,83;0,83;0,83;0;248;Not Significative;0,49
GSE21653;GNB1L;Luminal-A;DFS;0,41;0,41;0,68;0,68;-0,3;85;Not Significative;0,49
GSE21653;GNB1L;Luminal-B;DFS;0,05;0,06;0,25;0,30;-0,9;42;Not Significative;0,49
GSE21653;GNB1L;HER2-enriched;DFS;0,7;0,7;0,83;0,83;0,3;22;Not Significative;0,49
GSE21653;GNB1L;Basal-like;DFS;0,26;0,27;0,65;0,68;0,5;74;Not Significative;0,49
GSE21653;FBXL19;All-tumours;DFS;0,17;0,17;0,43;0,45;-0,3;248;Not Significative;0,49
GSE21653;FBXL19;Luminal-A;DFS;0,17;0,18;0,43;0,45;-0,6;85;Not Significative;0,49
GSE21653;FBXL19;Luminal-B;DFS;0,75;0,75;0,84;0,84;-0,1;42;Not Significative;0,49
GSE21653;FBXL19;HER2-enriched;DFS;0,47;0,47;0,78;0,78;-0,6;22;Not Significative;0,49
GSE21653;FBXL19;Basal-like;DFS;0,84;0,84;0,84;0,84;0,1;74;Not Significative;0,49
GSE21653;MPHOSPH8;All-tumours;DFS;0,33;0,33;0,41;0,41;0,2;248;Not Significative;0,49
GSE21653;MPHOSPH8;Luminal-A;DFS;0,27;0,28;0,41;0,41;0,5;85;Not Significative;0,49
GSE21653;MPHOSPH8;Luminal-B;DFS;0,17;0,18;0,41;0,41;-0,6;42;Not Significative;0,49
GSE21653;MPHOSPH8;HER2-enriched;DFS;0,18;0,2;0,41;0,41;-1,1;22;Not Significative;0,49
GSE21653;MPHOSPH8;Basal-like;DFS;0,63;0,63;0,63;0,63;0,2;74;Not Significative;0,49
GSE21653;MBTD1;All-tumours;DFS;0,05;0,05;0,15;0,20;0,4;248;Not Significative;0,49
GSE21653;MBTD1;Luminal-A;DFS;0,67;0,67;0,67;0,67;0,2;85;Not Significative;0,49
GSE21653;MBTD1;Luminal-B;DFS;0,35;0,35;0,49;0,49;0,4;42;Not Significative;0,49
GSE21653;MBTD1;HER2-enriched;DFS;0,06;0,08;0,15;0,20;1,5;22;Not Significative;0,49
GSE21653;MBTD1;Basal-like;DFS;0,39;0,39;0,49;0,49;-0,4;74;Not Significative;0,49
GSE21653;AHI1;All-tumours;DFS;0,91;0,91;0,91;0,91;0;248;Not Significative;0,49
GSE21653;AHI1;Luminal-A;DFS;0,12;0,12;0,20;0,20;-0,6;85;Not Significative;0,49
GSE21653;AHI1;Luminal-B;DFS;0,04;0,05;0,20;0,20;-0,9;42;Not Significative;0,49
GSE21653;AHI1;HER2-enriched;DFS;0,42;0,43;0,52;0,54;0,6;22;Not Significative;0,49
GSE21653;AHI1;Basal-like;DFS;0,12;0,12;0,20;0,20;0,7;74;Not Significative;0,49
GSE21653;SYTL2;All-tumours;DFS;0,24;0,24;0,60;0,60;0,3;248;Not Significative;0,49
GSE21653;SYTL2;Luminal-A;DFS;0,6;0,6;0,60;0,60;-0,2;85;Not Significative;0,49
GSE21653;SYTL2;Luminal-B;DFS;0,47;0,47;0,60;0,60;0,3;42;Not Significative;0,49
GSE21653;SYTL2;HER2-enriched;DFS;0,44;0,45;0,60;0,60;-0,6;22;Not Significative;0,49
GSE21653;SYTL2;Basal-like;DFS;0,56;0,57;0,60;0,60;-0,3;74;Not Significative;0,49
GSE21653;WDR55;All-tumours;DFS;0,67;0,67;0,67;0,67;-0,1;248;Not Significative;0,49
GSE21653;WDR55;Luminal-A;DFS;0,55;0,55;0,67;0,67;0,2;85;Not Significative;0,49
GSE21653;WDR55;Luminal-B;DFS;0,24;0,25;0,67;0,67;0,6;42;Not Significative;0,49
GSE21653;WDR55;HER2-enriched;DFS;0,38;0,39;0,67;0,67;-0,7;22;Not Significative;0,49
GSE21653;WDR55;Basal-like;DFS;0,67;0,67;0,67;0,67;-0,2;74;Not Significative;0,49
GSE21653;TEX10;All-tumours;DFS;0,32;0,32;0,97;0,97;-0,2;248;Not Significative;0,49
GSE21653;TEX10;Luminal-A;DFS;0,97;0,97;0,97;0,97;0;85;Not Significative;0,49
GSE21653;TEX10;Luminal-B;DFS;0,39;0,39;0,97;0,97;-0,4;42;Not Significative;0,49
GSE21653;TEX10;HER2-enriched;DFS;0,97;0,97;0,97;0,97;0;22;Not Significative;0,49
GSE21653;TEX10;Basal-like;DFS;0,6;0,6;0,97;0,97;-0,2;74;Not Significative;0,49
GSE21653;NSD3;All-tumours;DFS;0,72;0,72;0,81;0,81;-0,1;248;Not Significative;0,49
GSE21653;NSD3;Luminal-A;DFS;0,13;0,14;0,43;0,48;-0,6;85;Not Significative;0,49
GSE21653;NSD3;Luminal-B;DFS;0,81;0,81;0,81;0,81;0,1;42;Not Significative;0,49
GSE21653;NSD3;HER2-enriched;DFS;0,17;0,19;0,43;0,48;1,1;22;Not Significative;0,49
GSE21653;NSD3;Basal-like;DFS;0,59;0,59;0,81;0,81;-0,2;74;Not Significative;0,49
GSE21653;DNAAF5;All-tumours;DFS;0,71;0,71;0,71;0,71;-0,1;248;Not Significative;0,49
GSE21653;DNAAF5;Luminal-A;DFS;0,66;0,66;0,71;0,71;-0,2;85;Not Significative;0,49
GSE21653;DNAAF5;Luminal-B;DFS;0,11;0,12;0,33;0,37;-0,7;42;Not Significative;0,49
GSE21653;DNAAF5;HER2-enriched;DFS;0,13;0,15;0,33;0,37;1,2;22;Not Significative;0,49
GSE21653;DNAAF5;Basal-like;DFS;0,62;0,62;0,71;0,71;-0,2;74;Not Significative;0,49
GSE21653;PAK1IP1;All-tumours;DFS;0,16;0,16;0,40;0,40;-0,3;248;Not Significative;0,49
GSE21653;PAK1IP1;Luminal-A;DFS;0,9;0,9;0,96;0,96;0,1;85;Not Significative;0,49
GSE21653;PAK1IP1;Luminal-B;DFS;0,04;0,05;0,20;0,25;-0,9;42;Not Significative;0,49
GSE21653;PAK1IP1;HER2-enriched;DFS;0,84;0,84;0,96;0,96;-0,2;22;Not Significative;0,49
GSE21653;PAK1IP1;Basal-like;DFS;0,96;0,96;0,96;0,96;0;74;Not Significative;0,49
GSE21653;PHIP;All-tumours;DFS;0,16;0,16;0,35;0,38;-0,3;248;Not Significative;0,49
GSE21653;PHIP;Luminal-A;DFS;0,33;0,33;0,41;0,41;-0,4;85;Not Significative;0,49
GSE21653;PHIP;Luminal-B;DFS;0,79;0,79;0,79;0,79;-0,1;42;Not Significative;0,49
GSE21653;PHIP;HER2-enriched;DFS;0,21;0,23;0,35;0,38;1;22;Not Significative;0,49
GSE21653;PHIP;Basal-like;DFS;0,04;0,05;0,20;0,25;-0,9;74;Not Significative;0,49
GSE21653;ATG16L1;All-tumours;DFS;0,8;0,8;0,94;0,94;-0,1;248;Not Significative;0,49
GSE21653;ATG16L1;Luminal-A;DFS;0,11;0,11;0,55;0,55;-0,7;85;Not Significative;0,49
GSE21653;ATG16L1;Luminal-B;DFS;0,3;0,31;0,75;0,77;-0,5;42;Not Significative;0,49
GSE21653;ATG16L1;HER2-enriched;DFS;0,47;0,47;0,78;0,78;-0,6;22;Not Significative;0,49
GSE21653;ATG16L1;Basal-like;DFS;0,94;0,94;0,94;0,94;0;74;Not Significative;0,49
GSE21653;ZCWPW1;All-tumours;DFS;0,06;0,07;0,30;0,33;0,4;248;Not Significative;0,49
GSE21653;ZCWPW1;Luminal-A;DFS;0,5;0,5;0,72;0,72;0,3;85;Not Significative;0,49
GSE21653;ZCWPW1;Luminal-B;DFS;0,77;0,77;0,77;0,77;-0,1;42;Not Significative;0,49
GSE21653;ZCWPW1;HER2-enriched;DFS;0,58;0,58;0,72;0,72;-0,4;22;Not Significative;0,49
GSE21653;ZCWPW1;Basal-like;DFS;0,13;0,13;0,33;0,33;0,7;74;Not Significative;0,49
GSE21653;WDR70;All-tumours;DFS;0,2;0,2;0,50;0,50;-0,3;248;Not Significative;0,49
GSE21653;WDR70;Luminal-A;DFS;0,08;0,08;0,40;0,40;-0,7;85;Not Significative;0,49
GSE21653;WDR70;Luminal-B;DFS;0,4;0,41;0,50;0,51;0,4;42;Not Significative;0,49
GSE21653;WDR70;HER2-enriched;DFS;0,83;0,83;0,83;0,83;-0,2;22;Not Significative;0,49
GSE21653;WDR70;Basal-like;DFS;0,33;0,33;0,50;0,51;-0,4;74;Not Significative;0,49
GSE21653;WRAP53;All-tumours;DFS;0,27;0,27;0,68;0,68;-0,3;248;Not Significative;0,49
GSE21653;WRAP53;Luminal-A;DFS;0,74;0,74;0,74;0,74;0,1;85;Not Significative;0,49
GSE21653;WRAP53;Luminal-B;DFS;0,51;0,51;0,74;0,74;0,3;42;Not Significative;0,49
GSE21653;WRAP53;HER2-enriched;DFS;0,12;0,16;0,60;0,68;1,5;22;Not Significative;0,49
GSE21653;WRAP53;Basal-like;DFS;0,71;0,71;0,74;0,74;0,2;74;Not Significative;0,49
GSE21653;UBR7;All-tumours;DFS;0,77;0,77;0,88;0,88;-0,1;248;Not Significative;0,49
GSE21653;UBR7;Luminal-A;DFS;0,88;0,88;0,88;0,88;-0,1;85;Not Significative;0,49
GSE21653;UBR7;Luminal-B;DFS;0,46;0,46;0,88;0,88;0,3;42;Not Significative;0,49
GSE21653;UBR7;HER2-enriched;DFS;0,86;0,86;0,88;0,88;-0,1;22;Not Significative;0,49
GSE21653;UBR7;Basal-like;DFS;0,2;0,2;0,88;0,88;-0,6;74;Not Significative;0,49
GSE21653;PBRM1;All-tumours;DFS;0,99;0,99;0,99;0,99;0;248;Not Significative;0,49
GSE21653;PBRM1;Luminal-A;DFS;0,75;0,76;0,99;0,99;0,1;85;Not Significative;0,49
GSE21653;PBRM1;Luminal-B;DFS;0,96;0,96;0,99;0,99;0;42;Not Significative;0,49
GSE21653;PBRM1;HER2-enriched;DFS;0,85;0,85;0,99;0,99;0,1;22;Not Significative;0,49
GSE21653;PBRM1;Basal-like;DFS;0,16;0,16;0,80;0,80;-0,6;74;Not Significative;0,49
GSE21653;SETD5;All-tumours;DFS;0,88;0,88;0,98;0,98;0;248;Not Significative;0,49
GSE21653;SETD5;Luminal-A;DFS;0,98;0,98;0,98;0,98;0;85;Not Significative;0,49
GSE21653;SETD5;Luminal-B;DFS;0,25;0,26;0,98;0,98;0,5;42;Not Significative;0,49
GSE21653;SETD5;HER2-enriched;DFS;0,53;0,53;0,98;0,98;-0,5;22;Not Significative;0,49
GSE21653;SETD5;Basal-like;DFS;0,76;0,76;0,98;0,98;-0,1;74;Not Significative;0,49
GSE21653;SMU1;All-tumours;DFS;0,75;0,75;0,75;0,75;0,1;248;Not Significative;0,49
GSE21653;SMU1;Luminal-A;DFS;0,7;0,7;0,75;0,75;-0,2;85;Not Significative;0,49
GSE21653;SMU1;Luminal-B;DFS;0,31;0,32;0,52;0,53;0,5;42;Not Significative;0,49
GSE21653;SMU1;HER2-enriched;DFS;0,23;0,25;0,52;0,53;1;22;Not Significative;0,49
GSE21653;SMU1;Basal-like;DFS;0,15;0,16;0,52;0,53;-0,6;74;Not Significative;0,49
GSE21653;ELP2;All-tumours;DFS;0,07;0,07;0,18;0,18;0,4;248;Not Significative;0,49
GSE21653;ELP2;Luminal-A;DFS;0,48;0,48;0,80;0,80;0,3;85;Not Significative;0,49
GSE21653;ELP2;Luminal-B;DFS;0,04;0,05;0,18;0,18;1;42;Not Significative;0,49
GSE21653;ELP2;HER2-enriched;DFS;0,72;0,72;0,90;0,90;0,3;22;Not Significative;0,49
GSE21653;ELP2;Basal-like;DFS;0,97;0,97;0,97;0,97;0;74;Not Significative;0,49
GSE21653;ASXL2;All-tumours;DFS;0,63;0,63;0,86;0,86;-0,1;248;Not Significative;0,49
GSE21653;ASXL2;Luminal-A;DFS;0,27;0,28;0,86;0,86;-0,5;85;Not Significative;0,49
GSE21653;ASXL2;Luminal-B;DFS;0,83;0,83;0,86;0,86;-0,1;42;Not Significative;0,49
GSE21653;ASXL2;HER2-enriched;DFS;0,82;0,83;0,86;0,86;-0,2;22;Not Significative;0,49
GSE21653;ASXL2;Basal-like;DFS;0,86;0,86;0,86;0,86;0,1;74;Not Significative;0,49
GSE21653;WDR41;All-tumours;DFS;0;0,01;0,00;0,05;-0,7;248;Significative;0,49
GSE21653;WDR41;Luminal-A;DFS;0,03;0,04;0,07;0,07;-0,9;85;Significative;0,49
GSE21653;WDR41;Luminal-B;DFS;0,74;0,74;0,74;0,74;-0,2;42;Not Significative;0,49
GSE21653;WDR41;HER2-enriched;DFS;0,63;0,64;0,74;0,74;0,4;22;Not Significative;0,49
GSE21653;WDR41;Basal-like;DFS;0,04;0,04;0,07;0,07;-1;74;Significative;0,49
GSE21653;PHF10;All-tumours;DFS;0,27;0,27;0,99;0,99;0,3;248;Not Significative;0,49
GSE21653;PHF10;Luminal-A;DFS;0,99;0,99;0,99;0,99;0;85;Not Significative;0,49
GSE21653;PHF10;Luminal-B;DFS;0,78;0,78;0,99;0,99;-0,1;42;Not Significative;0,49
GSE21653;PHF10;HER2-enriched;DFS;0,95;0,95;0,99;0,99;0;22;Not Significative;0,49
GSE21653;PHF10;Basal-like;DFS;0,49;0,49;0,99;0,99;0,3;74;Not Significative;0,49
GSE21653;FBXW7;All-tumours;DFS;0,79;0,79;0,94;0,94;0,1;248;Not Significative;0,49
GSE21653;FBXW7;Luminal-A;DFS;0,56;0,56;0,93;0,93;-0,2;85;Not Significative;0,49
GSE21653;FBXW7;Luminal-B;DFS;0,44;0,44;0,93;0,93;0,4;42;Not Significative;0,49
GSE21653;FBXW7;HER2-enriched;DFS;0,24;0,26;0,93;0,93;0,9;22;Not Significative;0,49
GSE21653;FBXW7;Basal-like;DFS;0,94;0,94;0,94;0,94;0;74;Not Significative;0,49
GSE21653;WDR33;All-tumours;DFS;0,64;0,64;0,95;0,95;-0,1;248;Not Significative;0,49
GSE21653;WDR33;Luminal-A;DFS;0,85;0,85;0,95;0,95;0,1;85;Not Significative;0,49
GSE21653;WDR33;Luminal-B;DFS;0,95;0,95;0,95;0,95;0;42;Not Significative;0,49
GSE21653;WDR33;HER2-enriched;DFS;0,53;0,53;0,95;0,95;-0,5;22;Not Significative;0,49
GSE21653;WDR33;Basal-like;DFS;0,79;0,79;0,95;0,95;-0,1;74;Not Significative;0,49
GSE21653;PPP4R1L;All-tumours;DFS;0,47;0,47;0,78;0,78;-0,2;248;Not Significative;0,49
GSE21653;PPP4R1L;Luminal-A;DFS;0,37;0,37;0,78;0,78;0,4;85;Not Significative;0,49
GSE21653;PPP4R1L;Luminal-B;DFS;0,75;0,75;0,94;0,94;0,1;42;Not Significative;0,49
GSE21653;PPP4R1L;HER2-enriched;DFS;0,17;0,19;0,78;0,78;-1,2;22;Not Significative;0,49
GSE21653;PPP4R1L;Basal-like;DFS;1;1;1,00;1,00;0;74;Not Significative;0,49
GSE21653;KIF21A;All-tumours;DFS;0,78;0,78;0,79;0,79;-0,1;248;Not Significative;0,49
GSE21653;KIF21A;Luminal-A;DFS;0,79;0,79;0,79;0,79;0,1;85;Not Significative;0,49
GSE21653;KIF21A;Luminal-B;DFS;0,07;0,07;0,30;0,35;0,9;42;Not Significative;0,49
GSE21653;KIF21A;HER2-enriched;DFS;0,12;0,15;0,30;0,37;1,2;22;Not Significative;0,49
GSE21653;KIF21A;Basal-like;DFS;0,79;0,79;0,79;0,79;-0,1;74;Not Significative;0,49
GSE21653;AMBRA1;All-tumours;DFS;0,32;0,32;0,44;0,44;0,2;248;Not Significative;0,49
GSE21653;AMBRA1;Luminal-A;DFS;0,35;0,35;0,44;0,44;0,4;85;Not Significative;0,49
GSE21653;AMBRA1;Luminal-B;DFS;0,07;0,08;0,33;0,40;0,9;42;Not Significative;0,49
GSE21653;AMBRA1;HER2-enriched;DFS;0,13;0,16;0,33;0,40;1,2;22;Not Significative;0,49
GSE21653;AMBRA1;Basal-like;DFS;0,53;0,53;0,53;0,53;-0,3;74;Not Significative;0,49
GSE21653;G2E3;All-tumours;DFS;0,14;0,14;0,55;0,55;0,3;248;Not Significative;0,49
GSE21653;G2E3;Luminal-A;DFS;0,22;0,22;0,55;0,55;0,5;85;Not Significative;0,49
GSE21653;G2E3;Luminal-B;DFS;0,46;0,47;0,77;0,78;0,3;42;Not Significative;0,49
GSE21653;G2E3;HER2-enriched;DFS;0,78;0,78;0,78;0,78;0,2;22;Not Significative;0,49
GSE21653;G2E3;Basal-like;DFS;0,68;0,68;0,78;0,78;0,2;74;Not Significative;0,49
GSE21653;CHD7;All-tumours;DFS;0,34;0,34;0,73;0,73;-0,2;248;Not Significative;0,49
GSE21653;CHD7;Luminal-A;DFS;0,69;0,69;0,73;0,73;-0,2;85;Not Significative;0,49
GSE21653;CHD7;Luminal-B;DFS;0,64;0,64;0,73;0,73;-0,2;42;Not Significative;0,49
GSE21653;CHD7;HER2-enriched;DFS;0,21;0,23;0,73;0,73;1;22;Not Significative;0,49
GSE21653;CHD7;Basal-like;DFS;0,73;0,73;0,73;0,73;-0,1;74;Not Significative;0,49
GSE21653;RUFY2;All-tumours;DFS;0,3;0,3;0,80;0,81;0,2;248;Not Significative;0,49
GSE21653;RUFY2;Luminal-A;DFS;0,6;0,6;0,80;0,81;-0,2;85;Not Significative;0,49
GSE21653;RUFY2;Luminal-B;DFS;0,88;0,88;0,88;0,88;0,1;42;Not Significative;0,49
GSE21653;RUFY2;HER2-enriched;DFS;0,32;0,33;0,80;0,81;-0,8;22;Not Significative;0,49
GSE21653;RUFY2;Basal-like;DFS;0,64;0,65;0,80;0,81;0,2;74;Not Significative;0,49
GSE21653;WDR11;All-tumours;DFS;0,36;0,37;0,90;0,92;0,2;248;Not Significative;0,49
GSE21653;WDR11;Luminal-A;DFS;1;1;1,00;1,00;0;85;Not Significative;0,49
GSE21653;WDR11;Luminal-B;DFS;0,73;0,73;0,96;0,96;-0,2;42;Not Significative;0,49
GSE21653;WDR11;HER2-enriched;DFS;0,26;0,28;0,90;0,92;0,9;22;Not Significative;0,49
GSE21653;WDR11;Basal-like;DFS;0,77;0,77;0,96;0,96;0,1;74;Not Significative;0,49
GSE21653;WDR12;All-tumours;DFS;0,13;0,14;0,33;0,35;-0,3;248;Not Significative;0,49
GSE21653;WDR12;Luminal-A;DFS;0,92;0,92;0,92;0,92;0;85;Not Significative;0,49
GSE21653;WDR12;Luminal-B;DFS;0,65;0,65;0,81;0,81;-0,2;42;Not Significative;0,49
GSE21653;WDR12;HER2-enriched;DFS;0,44;0,45;0,73;0,75;0,6;22;Not Significative;0,49
GSE21653;WDR12;Basal-like;DFS;0,13;0,14;0,33;0,35;-0,7;74;Not Significative;0,49
GSE21653;IFT122;All-tumours;DFS;0,15;0,15;0,25;0,25;-0,3;248;Not Significative;0,49
GSE21653;IFT122;Luminal-A;DFS;0,03;0,03;0,10;0,15;-1;85;Significative;0,49
GSE21653;IFT122;Luminal-B;DFS;0,9;0,9;0,90;0,90;0,1;42;Not Significative;0,49
GSE21653;IFT122;HER2-enriched;DFS;0,04;0,08;0,10;0,20;-1,9;22;Significative;0,49
GSE21653;IFT122;Basal-like;DFS;0,32;0,32;0,40;0,40;-0,4;74;Not Significative;0,49
GSE21653;MBD5;All-tumours;DFS;0,96;0,96;0,96;0,96;0;248;Not Significative;0,49
GSE21653;MBD5;Luminal-A;DFS;0,49;0,5;0,82;0,83;-0,3;85;Not Significative;0,49
GSE21653;MBD5;Luminal-B;DFS;0,82;0,82;0,96;0,96;0,1;42;Not Significative;0,49
GSE21653;MBD5;HER2-enriched;DFS;0,15;0,17;0,37;0,43;-1,1;22;Not Significative;0,49
GSE21653;MBD5;Basal-like;DFS;0,15;0,16;0,37;0,43;-0,7;74;Not Significative;0,49
GSE21653;CFAP44;All-tumours;DFS;0,11;0,11;0,48;0,50;0,4;248;Not Significative;0,49
GSE21653;CFAP44;Luminal-A;DFS;0,88;0,88;0,96;0,96;0,1;85;Not Significative;0,49
GSE21653;CFAP44;Luminal-B;DFS;0,19;0,2;0,48;0,50;0,6;42;Not Significative;0,49
GSE21653;CFAP44;HER2-enriched;DFS;0,96;0,96;0,96;0,96;0;22;Not Significative;0,49
GSE21653;CFAP44;Basal-like;DFS;0,3;0,3;0,50;0,50;-0,5;74;Not Significative;0,49
GSE21653;FGD6;All-tumours;DFS;0,48;0,48;0,75;0,75;0,2;248;Not Significative;0,49
GSE21653;FGD6;Luminal-A;DFS;0,48;0,48;0,75;0,75;0,3;85;Not Significative;0,49
GSE21653;FGD6;Luminal-B;DFS;0,81;0,81;0,81;0,81;0,1;42;Not Significative;0,49
GSE21653;FGD6;HER2-enriched;DFS;0,3;0,31;0,75;0,75;0,8;22;Not Significative;0,49
